event,bout,bout_key,foul_idx,foul_committed_by,context,foul_type_guess,foul_resulted_in_deduction,referee_paused,round_mentioned,expanded_context
UFCVegas-109-dolidze-hernandez-09-08-2025,Roman Dolidze (185.5) vs. Anthony Hernandez (186),dolidze vs hernandez,3,Roman Dolidze,"Dolidze grabs the fence, and Dean has had enough of that foolishness and deducts one point from the Georgian.",grabs the fence,TRUE,TRUE,Round 4,"Dolidze rolls over to his back, and Hernandez shakes his head and makes him stand. Dolidze walks away carelessly, and Dean reminds him he's in the middle of a fight. Dolidze grabs the fence, and Dean has had enough of that foolishness and deducts one point from the Georgian. Hernandez, however, has something else in mind. With Dolidze on his knees, Hernandez bashes him with knees to the head until Dolidze drops to his own knee.The moment he does that, ""Fluffy"" wraps a standing rear-naked choke and wrenches it with all his might while simultaneously dragging him backwards."
UFCVegas-109-dolidze-hernandez-09-08-2025,Roman Dolidze (185.5) vs. Anthony Hernandez (186),dolidze vs hernandez,4,Roman Dolidze,"Hernandez bullies Dolidze to the wall, and Dolidze grabs the fence so tightly that Dean has to slap his hand out.",grabs the fence,FALSE,FALSE,Round 2,"Dolidze connects hard, and Hernandez shouts at him and tells him to give him more. Hernandez then lands, and it is the Georgian who wants more. Hernandez bullies Dolidze to the wall, and Dolidze grabs the fence so tightly that Dean has to slap his hand out. Hernandez drags Dolidze to the floor, landing some strikes before backing off to make the gassing Georgian out. Hernandez may be a little bloody up top but he is otherwise fresh as a daisy."
UFCVegas-109-dolidze-hernandez-09-08-2025,Steve Erceg (135.5) vs. Ode Osbourne (135.5),erceg vs osbourne,1,Steve Erceg,"A knee from Erceg bangs into the cup, and Osbourne grimaces and Smith tells the fouling fighter to watch it.",knee from Erceg bangs into the cup,FALSE,FALSE,Round 2,"Erceg boots Osbourne upside the head, and ""The Jamaican Sensation"" does not bat an eye. Erceg sticks out a few right hands, using them to set up a takedown shot. A knee from Erceg bangs into the cup, and Osbourne grimaces and Smith tells the fouling fighter to watch it. There is no break, so Osbourne takes it into his own hands to separate himself. Erceg reaches after him with a body kick on the way out."
UFCVegas-109-dolidze-hernandez-09-08-2025,Toshiomi Kazama (136) vs. Elijah Smith (136),kazama vs smith,1,Elijah Smith,"Smith pulls on the fence a few times to improve his position, and Kazama turns into it to make the attempt tighter.",pulls on the fence,FALSE,FALSE,Round 1,"Kazama briefly considers an armbar off his back, but the punches make him think twice. Smith stands in an unorthodox position to lay a beating on his opponent, and Kazama grips hold of a leglock to make his life difficult. Smith pulls on the fence a few times to improve his position, and Kazama turns into it to make the attempt tighter. Smith elects to stack Kazama up, where he clubs the Japanese fighter with ground-and-pound. Smith is briefly warned for striking the spine when Kazama turns to defend himself, but Smith is a 135-pound lead weight on his chest that also happens to be smacking him in the face repeatedly."
UFCVegas-108-taira-park-02-08-2025,Chris Duncan (156) vs. Mateusz Rebecki (155.5),duncan vs rebecki,1,Chris Duncan,"Rebecki leans on his training partner, and Duncan grabs the fence to get a better position.",grabs the fence,FALSE,FALSE,Round 1,"Duncan drives a knee to the body and falls to his back, and Rebecki tackles him down and looks to get to the guard. Duncan turns over while under fire to get to his feet, and Rebecki is clinging to him from behind. Rebecki leans on his training partner, and Duncan grabs the fence to get a better position. Duncan breaks out of the grip around his waist, and they proceed to trade long straight punches. Duncan steps in with a knee and is wobbled by an overhand right."
UFCVegas-108-taira-park-02-08-2025,Danny Silva (144.5) vs. Kevin Vallejos (146),silva vs vallejos,1,Kevin Vallejos,"Vallejos backs Silva up with a right hand, and they toss out front kicks as Vallejos bangs into the cup.",kicks as Vallejos bangs into the cup,FALSE,FALSE,Round 2,"Vallejos follows a kick with an overhand right, and he hops back to evade a surging uppercut. Vallejos puts a lot behind every swing, and Silva is able to dodge and move effectively. Vallejos backs Silva up with a right hand, and they toss out front kicks as Vallejos bangs into the cup. Silva adjusts his athletic supporter and they get back to it, where Vallejos loops a right hand at him. Silva sits down on a left hand, and he rifles another down the pipe as Vallejos ties him up."
UFCVegas-108-taira-park-02-08-2025,Felipe Bunes (125) vs. Rafael Estevam (130: Missed Weight),bunes vs estevam,1,Felipe Bunes,"Bunes attacks with elbows off his back, at least one landing to the back of the head, but Estevam ignores them and stays smothering.","elbows off his back, at least one landing to the back of the head",FALSE,FALSE,Round 3,"Estevam winds up with a big right hook, and they crack one another with power punches. Bunes marks up his foe's right cheek with strikes, but Estevam is able to tackle him down to the floor once more. Bunes attacks with elbows off his back, at least one landing to the back of the head, but Estevam ignores them and stays smothering. Bunes isolates his foe's right arm for a kimura or straight armlock, and Estevam uses that attempt to move to side control. Bunes escapes well enough to stand up, and Estevam clings to him from behind and even thinks about grabbing Bunes' ankle for a Suloev stretch modified kneebar."
UFCVegas-108-taira-park-02-08-2025,Felipe Bunes (125) vs. Rafael Estevam (130: Missed Weight),bunes vs estevam,2,Rafael Estevam,"Bunes starts first with a jabbing front kick, and Estevam responds with one that sounds like it brushes the cup.",brushes the cup,FALSE,FALSE,Round 1,"Whether he gives up his 0 as well, referee Kerry Hatley will be the first to know tonight. The two men competing at a 130-pound catchweight decide against touching gloves. Bunes starts first with a jabbing front kick, and Estevam responds with one that sounds like it brushes the cup. Estevam counters a kick with an overhand right, and Bunes is ready to check subsequent low kicks. Bunes sits down on a hard low kick, and he leans back to avoid a push kick."
UFCVegas-108-taira-park-02-08-2025,Felipe Bunes (125) vs. Rafael Estevam (130: Missed Weight),bunes vs estevam,3,Rafael Estevam,"Hatley warns Estevam for reckless punches to the back of the head, and ""Macapa"" continues to slap his foe around from behind.",punches to the back of the head,FALSE,FALSE,Round 3,"Bunes turns from side to side to break up the body lock, all while Estevam is clubbing him in the side of the head. Estevam loops his left arm around the head, but he cannot find the rear-naked choke beneath the chin. Hatley warns Estevam for reckless punches to the back of the head, and ""Macapa"" continues to slap his foe around from behind. Bunes sits up, but there is no way out of the body control at this stage. Estevam opens up with some surprisingly powerful hammerfists to both sides of the head, and Bunes shrugs."
UFCVegas-108-taira-park-02-08-2025,Neil Magny (170.5) vs. Elizeu Zaleski dos Santos (171),magny vs santos,1,Neil Magny,"Zaleski dos Santos lands in the guard, which Magny keeps open as he uses open palm strikes to the ears and back of the head a few timesSmith warns him for it.","lands in the guard, which Magny keeps open as he uses open palm strikes to the ears and back of the head",FALSE,FALSE,Round 2,"Sherdog Scores Jay Pettry scores the round: 10-9 Magny Chris Laporte scores the round: 10-9 Magny Dayne Fox scores the round: 10-9 Magny Round 2 Hands are clapped, and Magny follows it with a jab or two. As he pushes forward, Zaleski dos Santos uses the movement against him and tackles him to the mat. Zaleski dos Santos lands in the guard, which Magny keeps open as he uses open palm strikes to the ears and back of the head a few timesSmith warns him for it. Zaleski dos Santos stacks the taller man up to take his upkicks out of it, but Magny still is able to toss his legs up to set up a triangle choke. Zaleski dos Santos spins all the way through it, and Magny looks confused as Zaleski dos Santos sits on his stomach the wrong direction."
UFCVegas-108-taira-park-02-08-2025,Nick Klein (186) vs. Andrey Pulyaev (185.5),klein vs pulyaev,1,Andrey Pulyaev,"Pulyaev tries to grab the fence to stay upright, and Tognoni is paying close attention.",grab the fence,FALSE,FALSE,Round 2,"Pulyaev reintroduces himself with a head kick that shakes Klein's mullet, and Klein responds with a single-leg entry. The attempt pushes the Russian to the wall, where Klein gladly embraces the grind as he knees his opponent a few times as he searches for a body lock. Pulyaev tries to grab the fence to stay upright, and Tognoni is paying close attention. Pulyaev reverse-somersaults to get out and stands back up, where he grabs hold of a clinch to hammer Klein with knees to the body. One stern knee from Pulyaev slashes open Klein's right eyebrow."
UFCVegas-108-taira-park-02-08-2025,Nora Cornolle (136) vs. Karol Rosa (136),cornolle vs rosa,1,Karol Rosa,"Rosa continues swinging, landing some to the back of the head as she turns it up in the last seconds.",landing some to the back of the head,FALSE,FALSE,Round 3,"Rosa sits on top of her foe, bopping her with hammerfists until Cornolle turns to her side. Rosa tries for some kind of choke as she wraps her arms around the Frenchwoman, and she lets Cornolle turn over so she can work her over with punches. Rosa continues swinging, landing some to the back of the head as she turns it up in the last seconds. When time expires, the only question will be whether Rosa earned 10-8 scores in Rounds 2, 3 or both. The Brazilian keeps her decision streak intact, having gone the distance in all 12 of her UFC outings."
UFCVegas-108-taira-park-02-08-2025,Tresean Gore (189.5: Missed Weight) vs. Rodolfo Vieira (185),gore vs vieira,1,Tresean Gore,"Gore rakes Vieira in the eye, and Smith warns him to knock it off.",rakes Vieira in the eye,FALSE,TRUE,Round 2,"Gore misses a head kick by a matter of inches, and Vieira aims a right hand to the ribs and takes a right hand from the other direction. Vieira snaps the head back with a jab, and his leg kick is starting to give Gore issues. Gore rakes Vieira in the eye, and Smith warns him to knock it off. Vieira plants a one-two on the jaw, and Gore pushes off with his thumb that swipes the eyeball. Smith calls time, and he issues a hard warning to the fouling fighter."
UFC-whittaker-deridder-26-07-2025,Bryce Mitchell (136) vs. Said Nurmagomedov (136),mitchell vs nurmagomedov,1,Said Nurmagomedov,"Mitchell hangs on, and Nurmagomedov has his toes still hooked in the fence as Perdios has to smack his toes again to pull them out of it.",toes still hooked in the fence,FALSE,FALSE,Round 3,"Nurmagomedov grabs the fence again with his fingers, and Perdios swats his hand and then foot out of the links. Nurmagomedov turns to surrender his back in an effort to stand, but Mitchell is on him like a dog with a bone and he wraps up a body triangle around the Dagestan native's waist. Mitchell hangs on, and Nurmagomedov has his toes still hooked in the fence as Perdios has to smack his toes again to pull them out of it. They turn to an awkward position, and this 135-pound affair draws to a close. Sherdog Scores Jay Pettry scores the round: 10-9 Mitchell (29-28 Mitchell) Chris Laporte scores the round: 10-9 Mitchell (29-28 Mitchell) Tyler Treese scores the round: 10-9 Mitchell (29-28 Mitchell) The Official Result Bryce Mitchell def."
UFC-whittaker-deridder-26-07-2025,Bryce Mitchell (136) vs. Said Nurmagomedov (136),mitchell vs nurmagomedov,2,Said Nurmagomedov,"Nurmagomedov grabs the fence again with his fingers, and Perdios swats his hand and then foot out of the links.",grabs the fence,FALSE,FALSE,Round 3,"Mitchell holds on with an arm-triangle choke from the opposite side, and Nurmagomedov settles for kneeing him in the side a few times to little effect. Nurmagomedov is warned for putting his toes in the fence to pull himself to a more advantageous position. Nurmagomedov grabs the fence again with his fingers, and Perdios swats his hand and then foot out of the links. Nurmagomedov turns to surrender his back in an effort to stand, but Mitchell is on him like a dog with a bone and he wraps up a body triangle around the Dagestan native's waist. Mitchell hangs on, and Nurmagomedov has his toes still hooked in the fence as Perdios has to smack his toes again to pull them out of it."
UFC-whittaker-deridder-26-07-2025,Bryce Mitchell (136) vs. Said Nurmagomedov (136),mitchell vs nurmagomedov,3,Said Nurmagomedov,Nurmagomedov is warned for putting his toes in the fence to pull himself to a more advantageous position.,toes in the fence,FALSE,FALSE,Round 3,"Mitchell smothers his opponent, not otherwise attacking in terms of strikes or submissions, so that he can remain on top. Mitchell holds on with an arm-triangle choke from the opposite side, and Nurmagomedov settles for kneeing him in the side a few times to little effect. Nurmagomedov is warned for putting his toes in the fence to pull himself to a more advantageous position. Nurmagomedov grabs the fence again with his fingers, and Perdios swats his hand and then foot out of the links. Nurmagomedov turns to surrender his back in an effort to stand, but Mitchell is on him like a dog with a bone and he wraps up a body triangle around the Dagestan native's waist."
UFC-whittaker-deridder-26-07-2025,Ibo Aslan (204) vs. Billy Elekana (204.5),aslan vs elekana,1,Ibo Aslan,"An Aslan kick brushes the cup, and Elekana talks to him about it and gives him a front kick in the stomach to think about.",kick brushes the cup,FALSE,FALSE,Round 2,"Elekana probes out with a straight left hand, and it is a single attack that does not merit follow-up attention. Aslan surges forward behind fists, but Elekana dodges and counters with a right hook. An Aslan kick brushes the cup, and Elekana talks to him about it and gives him a front kick in the stomach to think about. Elekana lands at the end of a one-two, but Aslan ignores it and lobs an overhand right at him that goes wide. Aslan tries to reach his foe with overhand rights, but Elekana sees them coming and slips to the side."
UFC-whittaker-deridder-26-07-2025,Ibo Aslan (204) vs. Billy Elekana (204.5),aslan vs elekana,2,Ibo Aslan,"Aslan leads off with multiple low and body kicks, one of which jams into the groin cup.","kicks, one of which jams into the groin cup",FALSE,FALSE,Round 3,"Scores may be all over the place in these two rounds given the sheer lack of offense to tabulate. Sherdog Scores Jay Pettry scores the round: 10-9 Elekana Chris Laporte scores the round: 10-9 Elekana Tyler Treese scores the round: 10-9 Elekana Round 3 After two rounds of frantic, frenetic combat with maybe a dozen strikes landed from either fighter, they share an embrace. Aslan leads off with multiple low and body kicks, one of which jams into the groin cup. Elekana frowns, and after a few seconds of recovery time, he gets back to business, where Aslan kicks him nearly in the same spot. Elekana lands a body kick and wipes his feet, and he snaps out a jab as both fighters start chatting."
UFC-whittaker-deridder-26-07-2025,Ibo Aslan (204) vs. Billy Elekana (204.5),aslan vs elekana,3,Billy Elekana,"Elekana shoots for a single that fails almost as soon as he grabs hold of the Turkish fighter's leg, and front kicks from the fighters brush the cup again.",kicks from the fighters brush the cup,FALSE,FALSE,Round 2,"Aslan tries to reach his foe with overhand rights, but Elekana sees them coming and slips to the side. There is the occasional potshot from either side, but nothing significant that gets the other's attention. Elekana shoots for a single that fails almost as soon as he grabs hold of the Turkish fighter's leg, and front kicks from the fighters brush the cup again. Aslan shakes his cup and they do not stop, although given their lack of activity through nearly 10 minutes, it is tough to say they ever started. Aslan plods forward, looping a head kick at his foe that is easily blocked, and Elekana goes for a single that does not get completed because the round ends."
UFC-whittaker-deridder-26-07-2025,Martin Buday (266) vs. Marcus Almeida (254),buday vs almeida,1,Martin Buday,"Almeida opts to shell Buday on both sides of the head rather than going for a sub, and some of his blows land on the back of the head.",blows land on the back of the head,FALSE,FALSE,Round 2,"Almeida grips hold of a two-on-one wrist lock to set up a kimura, but Buday twist and turns his way out of it. As Buday scrambles, he inadvertently gives up his back while on his knees, and Almeida pounces like a hungry animal to finish his hunt for his prey. Almeida opts to shell Buday on both sides of the head rather than going for a sub, and some of his blows land on the back of the head. Buday scoots his way to the fencing in hopes of standing, and he takes advantage of a mistake from the grappler by hurling Almeida to his back. Almeida appears to be fading fast, laying flat on his back taking deep breaths."
UFC-whittaker-deridder-26-07-2025,Mohammad Yahya (146) vs. Steven Nguyen (145.5),yahya vs nguyen,1,Mohammad Yahya,"Yahya works his way back to his feet, takes an illegal knee on the chin and still manages to keep moving.",illegal knee,FALSE,FALSE,Round 1,"Referee Jason Herzog will be on guard for the featherweights, who opt to touch 'em up before getting started. Nguyen leads the dance almost instantly behind a low kick, and he counters a lazy body kick with a right hand that sends Yahya flying. Yahya works his way back to his feet, takes an illegal knee on the chin and still manages to keep moving. Nguyen is in his groove, as he puts punches together and knocks Yahya back to the wall. The combinations and hand speed of the American crack Yahya a second time, who falls to the mat for a moment before springing back up a second time."
UFC-whittaker-deridder-26-07-2025,Sharabutdin Magomedov (186) vs. Marc-Andre Barriault (185),magomedov vs barriault,1,Sharabutdin Magomedov,"Barriault succeeds in dragging ""Shara Bullet"" down, but Magomedov grabs the fence to pull himself up and is lightly chided for the infraction.",grabs the fence,FALSE,FALSE,Round 1,"Magomedov connects with a solid low kick, and he sways to avoid the worst of a left hand. Magomedov hacks at the lead leg with more kicks, with Barriault unable to pin him in place so he shoots for a double. Barriault succeeds in dragging ""Shara Bullet"" down, but Magomedov grabs the fence to pull himself up and is lightly chided for the infraction. When upright, Magomedov looses an unorthodox high kick, and he tries to time a jump knee when Barriault pressures him. Barriault avoids the knee and ties Magomedov up, and he is soon turned around and starts eating knees and elbows."
UFC318-holloway-poirier-19-07-2025,Kevin Holland (170) vs. Daniel Rodriguez (170),holland vs rodriguez,1,Daniel Rodriguez,"Beltran slaps his hands out of the cage grab, and Rodriguez advances to side control and then full mount with a minute to go.",cage grab,FALSE,FALSE,Round 3,"Holland wraps up a rear-naked choke but it is around the side, and Rodriguez is able to slide out of it and push past a triangle choke. Holland uses a high guard to hold on with a triangle choke that is more of a high guard than anything, and Rodriguez grabs the fence to get out of it. Beltran slaps his hands out of the cage grab, and Rodriguez advances to side control and then full mount with a minute to go. Rodriguez starts raining down a bombardment of punches, with Holland pushing off the cage wall with his feet while shelling up to guard his face. Holland rolls all the way over and shoots for a takedown of his own, and Rodriguez defends with a power guillotine choke and pushes Holland over to his back."
UFC318-holloway-poirier-19-07-2025,Kevin Holland (170) vs. Daniel Rodriguez (170),holland vs rodriguez,2,Daniel Rodriguez,"Holland uses a high guard to hold on with a triangle choke that is more of a high guard than anything, and Rodriguez grabs the fence to get out of it.",grabs the fence,FALSE,FALSE,Round 3,"A desperate Rodriguez tries to take the fight down, and Holland hurls him to his knees and is quick to force a back take. Holland wraps up a rear-naked choke but it is around the side, and Rodriguez is able to slide out of it and push past a triangle choke. Holland uses a high guard to hold on with a triangle choke that is more of a high guard than anything, and Rodriguez grabs the fence to get out of it. Beltran slaps his hands out of the cage grab, and Rodriguez advances to side control and then full mount with a minute to go. Rodriguez starts raining down a bombardment of punches, with Holland pushing off the cage wall with his feet while shelling up to guard his face."
UFC318-holloway-poirier-19-07-2025,Max Holloway (155) vs. Dustin Poirier (156),holloway vs poirier,1,Max Holloway,"Poirier sits down on a right hand that just misses the mark, and Holloway pushes off and his finger slides in the eye socket again.",eye poke,FALSE,TRUE,Round 5,"Holloway goes down the middle with three punches, and he blasts the body with a kick that makes Poirier say ""Nice!"" Holloway continues to pepper Poirier with distant strikes, and his head movement keeps him safe from the worst of what is still aimed at him. Poirier sits down on a right hand that just misses the mark, and Holloway pushes off and his finger slides in the eye socket again. Herzog calls time, and Holloway immediately apologizes. Poirier accepts it, and they get back to it with a high-five."
UFC318-holloway-poirier-19-07-2025,Michael Johnson (155) vs. Daniel Zellhuber (156),johnson vs zellhuber,1,Daniel Zellhuber,"Johnson sticks his opponent and moves quicker than Zellhuber can land on him, and he kicks Zellhuber in the stomach and might have landed to the groin.",landed to the groin,FALSE,FALSE,Round 3,"Johnson ducks in to land a left, and Zellhuber sharply jabs him back before kicking at Johnson's knee a few times. Johnson goes back to the ribcage with his fists, while Zellhuber is unloading kick after blocked kick. Johnson sticks his opponent and moves quicker than Zellhuber can land on him, and he kicks Zellhuber in the stomach and might have landed to the groin. Johnson trips awkwardly, and Zellhuber grabs him leaned over and considers a submission. Johnson breaks out of it, and he tries for one final attack, only to fall past his adversary as the fight comes to an end."
UFC318-holloway-poirier-19-07-2025,Vinicius Oliveira (136) vs. Kyler Phillips (135),oliveira vs phillips,1,Vinicius Oliveira,"Oliveira drives a front kick that sounds like it ricocheted off the cup, but Phillips does not express concern and shoots in for a takedown.",kick that sounds like it ricocheted off the cup,FALSE,FALSE,Round 1,"""LokDog"" gets off a front kick, and he takes a right hand on the temple. When Phillips misses on a punch, Oliveira tries to chase him down, but ""The Matrix"" is elusive as ever. Oliveira drives a front kick that sounds like it ricocheted off the cup, but Phillips does not express concern and shoots in for a takedown. Oliveira staves it off and absorbs a few kicks to the midsection. Phillips is on his bouncing bike, avoiding the worst of the Brazilian's right hands while not letting the kicks reach him either."
